Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G3_79069638.mzML
P08185	P08185				4.41702e+08
P08195;P08195-2;P08195-3;P08195-4;P08195-5	P08195;P08195-4;P08195-2;P08195-3;P08195-5				1.77796e+07
P08253	P08253;P08253-2;P08253-3				7.38384e+07
P08254	P08254;P09238				723556
P08294	P08294				3.10375e+08
P08476	P08476				162301
P08493-2	P08493;P08493-2				6.71477e+07
P08571	P08571				6.8844e+08
P08572	P08572				5.68216e+06
P08581;P08581-2	P08581;P08581-2				6.83426e+06
P08582	P08582				4.87592e+06
P08603	P08603				5.10321e+08
P08637	P08637				3.89829e+08
P08670	P08670				3.30714e+06
P08697	P08697;P08697-2				4.11586e+08
P08709;P08709-2	P08709;P08709-2				408682
P08758	P08758				2.57832e+06
P08949;P08949-2	P08949;P08949-2				80929.6
P09104	P09104;P09104-2				1.9111e+07
P09172	P09172				789264
P09211	P09211				1.21816e+07
P09382	P09382				1.88126e+07
P09417;P09417-2	P09417;P09417-2				3.06184e+07
P09455;P09455-2;P09455-3	P09455;P09455-2;P09455-3				708332
P09486	P09486				2.38414e+08
P09488	P09488				366372
P09529	P09529				1.27467e+06
P09603	P09603				7.66046e+07
P09619	P09619;P09619-2				7.48181e+06
P09622	P09622;P09622-2				1.35533e+07
P09668	P09668				3.90319e+07
P09871	P09871				1.45357e+08
P09936	P09936				6.29922e+06
P09960;P09960-4	P09960;P09960-2;P09960-3;P09960-4				1.90578e+06
P09972	P09972				2.81731e+07
P0C0L4;P0C0L4-2	P0C0L4;P0C0L4-2				8.52162e+07
P0C0L5	P0C0L4;P0C0L5;P0C0L4-2				6.36031e+08
P0C6S8	P0C6S8				4.04165e+06
P0CG47;P0CG48	P0CG47;P0CG48;P62979;P62987				4.06246e+08
P0DJI8;P0DJI9	P0DJI8;P0DJI9;P0DJI9-2				1.22193e+07
P0DMQ5	P0DMQ5				2.45109e+07
P0DMV8;P0DMV8-2;P0DMV9	P0DMV8;P0DMV9;P0DMV8-2				2.94667e+06
P0DOX2	P01876;P01877;P01876-1;P01877-1;P0DOX2				1.2842e+09
P0DOX3	P0DOX3				3.53465e+07
P0DOX5	P0DOX5				1.16226e+10
P0DOX7	P01834;P0DOX7				1.41981e+09
P0DOX8	B9A064;P0DOX8				9.48546e+08
P0DOY3	P0DOY2;P0DOY3				2.49322e+09
P0DP23;P0DP24;P0DP25	P0DP23;P0DP24;P0DP25;P27482				3.03319e+06
P0DP58	P0DP58				1.87701e+08
P0DTE1	P0DTE1				1.4118e+07
P10124	P10124				8.94758e+06
P10153	P10153				2.66085e+07
P10253	P10253				7.59622e+06
P10321;P10321-2	P10321;P10321-2				1.0375e+06
P10451-3	P10451-3				6.58566e+07
P10451-5	P10451;P10451-4;P10451-5				8.72329e+08
P10586;P10586-2	P10586;P23468;P10586-2;P23468-3;P23468-4;P23468-5;P23468-6;P23468-7				1.29554e+07
P10599	P10599;P10599-2				1.93011e+07
P10619;P10619-2	P10619;P10619-2				1.84866e+06
P10636;P10636-2;P10636-3;P10636-4;P10636-5;P10636-6;P10636-7;P10636-8;P10636-9	P10636;P10636-8;P10636-6;P10636-2;P10636-3;P10636-4;P10636-5;P10636-7;P10636-9				2.90161e+06
P10643	P10643				7.71312e+07
P10644;P10644-2	P10644;P10644-2				1.43584e+06
P10645	P10645				5.93775e+08
P10721;P10721-2	P10721;P10721-2				1.27174e+07
P10745	P10745				3.79924e+06
P10768	P10768				2.8576e+06
P10909-6	P10909;P10909-4;P10909-6;P10909-2;P10909-3;P10909-5				9.56362e+09
P10915	P10915				2.35251e+06
P11021	P11021				1.57981e+07
P11047	P11047				1.84835e+07
P11117	P11117				8.10221e+06
P11137;P11137-3	P11137;P11137-3				301110
P11142	P11142				1.46973e+07
P11215;P11215-2	P11215;P11215-2				821772
P11226	P11226				69284.3
