Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C3_82874751.mzML
P07307;P07307-2;P07307-3	P07307;P07307-3;P07307-2				480484
P07311	P07311				2.45174e+06
P07333	P07333;P07333-2				9.77564e+07
P07339	P07339				2.60893e+08
P07357	P07357				5.85197e+07
P07358	P07358				4.39206e+07
P07360	P07360				1.9272e+07
P07451	P07451				1.64251e+06
P07477;Q9BYE2;Q9BYE2-2;Q9BYE2-3;Q9BYE2-6	P07477;Q9BYE2;Q9BYE2-2;Q9BYE2-3;Q9BYE2-6				1.15203e+07
P07492	P07492;P07492-2;P07492-3				2.23008e+06
P07585	P07585;P07585-4				7.5783e+07
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3				6.08625e+07
P07686	P07686				1.90995e+07
P07711	P07711;P07711-3				3.28111e+07
P07737	P07737				5.08703e+06
P07858	P07858				5.31634e+07
P07900;P07900-2	P07900;P07900-2				2.27526e+06
P07942	P07942				2.48648e+07
P07951-2;P07951-3	P07951-2;P07951-3				1.30096e+06
P07996	P07996;P07996-2				4.56186e+06
P07998	P07998				5.21276e+07
P08123	P08123				6.13915e+07
P08133;P08133-2	P08133;P08133-2				620967
P08134;P61586	P08134;P61586				59265.2
P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7				3.8098e+07
P08185	P08185				2.66311e+08
P08195;P08195-2;P08195-3;P08195-4;P08195-5	P08195;P08195-4;P08195-2;P08195-3;P08195-5				1.02368e+07
P08238	P08238;Q58FF7				316594
P08253	P08253;P08253-2;P08253-3				6.40733e+07
P08254	P08254;P09238				686342
P08294	P08294				2.13946e+08
P08476	P08476				278626
P08493;P08493-2	P08493;P08493-2				5.27128e+07
P08571	P08571				4.12538e+08
P08572	P08572				4.33471e+06
P08581;P08581-2	P08581;P08581-2				7.37721e+06
P08582	P08582;P08582-2				6.43417e+06
P08603	P08603				2.64947e+08
P08637	P08637				3.51322e+07
P08670	P08670;P17661				7.23633e+06
P08697	P08697;P08697-2				3.79143e+08
P08758	P08758				3.20875e+06
P08949;P08949-2	P08949;P08949-2				17288.3
P09104	P09104;P09104-2				1.22205e+07
P09172	P09172				1.23179e+06
P09211	P09211				1.14624e+07
P09382	P09382				1.56761e+07
P09417;P09417-2	P09417;P09417-2				2.09141e+07
P09455;P09455-2;P09455-3	P09455;P09455-2;P09455-3				779760
P09486	P09486				2.16432e+08
P09488	P09488				674605
P09529	P09529				1.16666e+06
P09603	P09603				8.76341e+07
P09619	P09619;P09619-2				9.73298e+06
P09622	P09622;P09622-2				9.02362e+06
P09668	P09668				2.23585e+07
P09871	P09871				1.9963e+08
P09936	P09936				1.01226e+07
P09960;P09960-4	P09960;P09960-2;P09960-3;P09960-4				1.20813e+06
P09972	P09972				2.66519e+07
P0C0L4;P0C0L4-2	P0C0L4;P0C0L4-2				2.1187e+08
P0C0L5	P0C0L4;P0C0L5;P0C0L4-2				1.19647e+09
P0C6S8	P0C6S8				4.38069e+06
P0CG47;P0CG48	P0CG47;P0CG48;P62979;P62987				1.16399e+08
P0DJD7;P0DJD8;P0DJD9	P0DJD7;P0DJD8;P0DJD9				2.52103e+06
P0DJI8;P0DJI9	P0DJI8;P0DJI9;P0DJI9-2				8.14969e+06
P0DMQ5	P0DMQ5				1.60986e+07
P0DMV8;P0DMV8-2;P0DMV9	P0DMV8;P0DMV9;P0DMV8-2				2.93578e+06
P0DOX2	P01876;P01877;P01876-1;P01877-1;P0DOX2				1.22254e+09
P0DOX3	P0DOX3				4.12905e+07
P0DOX5	P01857;P01859;P0DOX5;P01857-1;P01859-1				7.89505e+09
