Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D10_190224386.mzML
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				2.2276e+09
P05090	P05090				4.74691e+09
P05107	P05107				977923
P05109	P05109				628865
P05121	P05121				389329
P05154	P05154				2.69906e+07
P05155;P05155-3	P05155;P05155-2;P05155-3				1.48736e+09
P05156	P05156				4.53232e+07
P05160	P05160				5.16464e+06
P05362	P05362				2.15077e+06
P05408;P05408-2	P05408;P05408-2				5.35858e+08
P05413	P05413				1.20906e+07
P05452	P05452				3.2557e+08
P05543	P05543				4.74213e+07
P05546	P05546				1.39468e+08
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				9.19907e+06
P05937	P05937;P05937-2				1.04079e+07
P05997	P05997				2.93875e+06
P06276	P06276				5.68658e+06
P06280	P06280				1.2525e+06
P06307	P06307				5.45006e+07
P06310	P06310				1.46742e+08
P06312	P06312				1.65716e+08
P06396	P06396;P06396-2;P06396-3;P06396-4				1.91424e+09
P06396-2	P06396-2				9.12346e+06
P06681	P06681;P06681-2;P06681-3				7.41688e+07
P06702	P06702				3.25309e+06
P06703	P06703				4.62722e+06
P06727	P06727				6.28719e+08
P06733	P06733;P06733-2				1.79174e+07
P06744;P06744-2	P06744;P06744-2				7.86465e+06
P06865	P06865				2.21276e+07
P07093-2;P07093-3	P07093;P07093-2;P07093-3				6.88818e+06
P07108;P07108-2;P07108-3;P07108-4;P07108-5	P07108;P07108-2;P07108-3;P07108-4;P07108-5;P07108-6				3.36897e+07
P07195	P00338;P07195;P07864;Q6ZMR3;P00338-3;P00338-2;P00338-4;P00338-5				6.33255e+07
P07196	P07196				742430
P07225	P07225				1.77404e+08
P07237	P07237				1.54913e+07
P07307;P07307-2;P07307-3	P07307;P07307-3;P07307-2				1.47035e+06
P07311	P07311				3.45145e+06
P07333	P07333;P07333-2				1.36471e+08
P07339	P07339				3.5481e+08
P07357	P07357				6.59741e+07
P07358	P07358				9.96246e+07
P07360	P07360				2.32331e+07
P07492	P07492;P07492-2;P07492-3				2.31462e+06
P07585	P07585				7.60789e+07
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3				5.52396e+07
P07686	P07686				1.2378e+07
P07711	P07711;P07711-3				2.40608e+07
P07737	P07737				6.26099e+06
P07858	P07858				6.36149e+07
P07900;P07900-2	P07900;P08238;P07900-2				2.55644e+06
P07942	P07942				7.30012e+06
P07996	P07996;P07996-2				5.08204e+06
P07998	P07998				3.15408e+07
P08123	P08123				5.79264e+07
